anio,dataset,nombre_original,url_oficial,archivo_local,fecha_descarga,sha256,filas,columnas,granularidad,sectores_publicados,ambitos_publicados,identificador_territorial_fuente,filas_enmascarado,filas_sin_datos,diccionario,url_diccionario
2021,matricula,2021 Matricula - agregada.csv,https://ministeriodeeducaciondelanacion-my.sharepoint.com/:x:/g/personal/santiago_pomeranz_educacion_gob_ar/ETSKiWCc-cVGv-9q3eUFcFsBljI7h1s2_9M5_5ZSEmjEqQ?e=Sur8nF,data/raw/ra_historico/2021/matricula.csv,2026-09-12,071a8e3b4cdbac4e5f82fc8b66919417b7fbdbfbbc3c1d3562036aae15bf187f,1206,99,provincia-departamento-sector-ámbito,Estatal;Privado,;Rural;Urbano,nombres de provincia y departamento; sin códigos,68,0,Diccionario de bases RA anonimizadas.xlsx (común),https://ministeriodeeducaciondelanacion-my.sharepoint.com/:x:/g/personal/santiago_pomeranz_educacion_gob_ar/ETNQUApUc51BiLJLGAWuKtkB3PDw1t4QJZCX9d61_6D8-Q?e=hEkxgc
2021,trayectoria,2021 Trayectoria - agregada.csv,https://ministeriodeeducaciondelanacion-my.sharepoint.com/:x:/g/personal/santiago_pomeranz_educacion_gob_ar/ETsJ9AJl-hFOjCFM5AcKU2wBq1wGVGRS5kDUHc36Wjy7DQ?e=65o1dJ,data/raw/ra_historico/2021/trayectoria.csv,2026-09-12,dcc6fc569ba97c11a782ef163251d8a3beee6f7b918bbf30f629552fd41ed8c4,1198,268,provincia-departamento-sector-ámbito,Estatal;Privado,;Rural;Urbano,nombres de provincia y departamento; sin códigos,68,0,Diccionario de bases RA anonimizadas.xlsx (común),https://ministeriodeeducaciondelanacion-my.sharepoint.com/:x:/g/personal/santiago_pomeranz_educacion_gob_ar/ETNQUApUc51BiLJLGAWuKtkB3PDw1t4QJZCX9d61_6D8-Q?e=hEkxgc
2022,caracteristicas,2022 Caracteristicas - agregada.csv,https://ministeriodeeducaciondelanacion-my.sharepoint.com/:x:/g/personal/santiago_pomeranz_educacion_gob_ar/EVaJ9Cm9QzdAuT-lLoykLPEBz_0k9d8kaB73xS5kd5hLIw?e=ym0ObV,data/raw/ra_historico/2022/caracteristicas.csv,2026-09-12,4ebeaaa64ff8be392dd7967a4b3c67b9bc0659dc3e51cf2bb591ca3a4a65575e,1213,65,provincia-departamento-sector-ámbito,Estatal;Privado,;Rural;Urbano,nombres de provincia y departamento; sin códigos,69,0,Diccionario de bases RA anonimizadas.xlsx (común),https://ministeriodeeducaciondelanacion-my.sharepoint.com/:x:/g/personal/santiago_pomeranz_educacion_gob_ar/ETNQUApUc51BiLJLGAWuKtkB3PDw1t4QJZCX9d61_6D8-Q?e=hEkxgc
2022,matricula,2022 Matricula - agregada.csv,https://ministeriodeeducaciondelanacion-my.sharepoint.com/:x:/g/personal/santiago_pomeranz_educacion_gob_ar/EUaVkV5ohQBKiYElrpEaD9sBU0P6aM-OvXO1hPs_2yv-Ug?e=wotAee,data/raw/ra_historico/2022/matricula.csv,2026-09-12,e08da6a0647d568abc2e293bfb8e1f9c3e47ad772caeea32035c89c61e2818df,1212,99,provincia-departamento-sector-ámbito,Estatal;Privado,Rural;Urbano,nombres de provincia y departamento; sin códigos,68,0,Diccionario de bases RA anonimizadas.xlsx (común),https://ministeriodeeducaciondelanacion-my.sharepoint.com/:x:/g/personal/santiago_pomeranz_educacion_gob_ar/ETNQUApUc51BiLJLGAWuKtkB3PDw1t4QJZCX9d61_6D8-Q?e=hEkxgc
2022,trayectoria,2022 Trayectoria - agregada.csv,https://ministeriodeeducaciondelanacion-my.sharepoint.com/:x:/g/personal/santiago_pomeranz_educacion_gob_ar/EWn8zQ7VhpNHjEQ1771owisB7gFAsgERNBxJ28VdmA5TIg?e=NFoShr,data/raw/ra_historico/2022/trayectoria.csv,2026-09-12,b6e23286c9f3e7a537004672b9a58d7dacb48655e2351d382749ad90530b7a27,1205,268,provincia-departamento-sector-ámbito,Estatal;Privado,Rural;Urbano,nombres de provincia y departamento; sin códigos,67,2,Diccionario de bases RA anonimizadas.xlsx (común),https://ministeriodeeducaciondelanacion-my.sharepoint.com/:x:/g/personal/santiago_pomeranz_educacion_gob_ar/ETNQUApUc51BiLJLGAWuKtkB3PDw1t4QJZCX9d61_6D8-Q?e=hEkxgc
2023,caracteristicas,2023 Caracteristicas - agregada.csv,https://ministeriodeeducaciondelanacion-my.sharepoint.com/:x:/g/personal/santiago_pomeranz_educacion_gob_ar/EdFfV41SZz1Hj1cQf3ks2uABtWV5JJXwQvbowN9hn6CKrw?e=biHNI5,data/raw/ra_historico/2023/caracteristicas.csv,2026-09-12,29489c60fb54b93dd4bdabf94c16c92776553cf51f578487b8a6eb9a33933ab0,1211,66,provincia-departamento-sector-ámbito,Estatal;Privado,Rural;Urbano,nombres de provincia y departamento; sin códigos,74,0,Diccionario de bases RA anonimizadas.xlsx (común),https://ministeriodeeducaciondelanacion-my.sharepoint.com/:x:/g/personal/santiago_pomeranz_educacion_gob_ar/ETNQUApUc51BiLJLGAWuKtkB3PDw1t4QJZCX9d61_6D8-Q?e=hEkxgc
2023,matricula,2023 Matricula - agregada.csv,https://ministeriodeeducaciondelanacion-my.sharepoint.com/:x:/g/personal/santiago_pomeranz_educacion_gob_ar/EcAFD5CGYOxNiMIfhMYk75QBV25YEoAVUPBfXF0McMjonQ?e=qKOAia,data/raw/ra_historico/2023/matricula.csv,2026-09-12,a8f014137e22bba49a9bfd3adfae8fcca863327b47a2cbeb25e769fa28deb583,1211,103,provincia-departamento-sector-ámbito,Estatal;Privado,Rural;Urbano,nombres de provincia y departamento; sin códigos,74,0,Diccionario de bases RA anonimizadas.xlsx (común),https://ministeriodeeducaciondelanacion-my.sharepoint.com/:x:/g/personal/santiago_pomeranz_educacion_gob_ar/ETNQUApUc51BiLJLGAWuKtkB3PDw1t4QJZCX9d61_6D8-Q?e=hEkxgc
2023,trayectoria,2023 Trayectoria - agregada.csv,https://ministeriodeeducaciondelanacion-my.sharepoint.com/:x:/g/personal/santiago_pomeranz_educacion_gob_ar/ERGwERjvGStFpoulPYlro1UBrqt9KDMubSiqk1J9jFc2gQ?e=Fwp1sG,data/raw/ra_historico/2023/trayectoria.csv,2026-09-12,8b592843a3805c87902c57ede1dd4f58d1ffbc6ce2c7e8a3a327c98043a3754b,1205,288,provincia-departamento-sector-ámbito,Estatal;Privado,Rural;Urbano,nombres de provincia y departamento; sin códigos,73,3,Diccionario de bases RA anonimizadas.xlsx (común),https://ministeriodeeducaciondelanacion-my.sharepoint.com/:x:/g/personal/santiago_pomeranz_educacion_gob_ar/ETNQUApUc51BiLJLGAWuKtkB3PDw1t4QJZCX9d61_6D8-Q?e=hEkxgc
2024,caracteristicas,2024 Caracteristicas - agregada.csv,https://ministeriodeeducaciondelanacion-my.sharepoint.com/:x:/g/personal/santiago_pomeranz_educacion_gob_ar/ETYnM6yznjhAsDGJKzosO3kBcbatxfGEaEmZ9Of1NsbyEg?e=4MRMuq,data/raw/ra_historico/2024/caracteristicas.csv,2026-09-12,29f8758ea3966a25f54ee42ee724243de8384cb987cd1208899f1559c78eb302,1216,66,provincia-departamento-sector-ámbito,Estatal;Privado,Rural;Urbano,nombres de provincia y departamento; sin códigos,66,0,Diccionario de bases RA anonimizadas.xlsx (común),https://ministeriodeeducaciondelanacion-my.sharepoint.com/:x:/g/personal/santiago_pomeranz_educacion_gob_ar/ETNQUApUc51BiLJLGAWuKtkB3PDw1t4QJZCX9d61_6D8-Q?e=hEkxgc
2024,matricula,2024 Matricula - agregada.csv,https://ministeriodeeducaciondelanacion-my.sharepoint.com/:x:/g/personal/santiago_pomeranz_educacion_gob_ar/ESkFQBp0i6xAsQxQCXUjNIkBRhMRmywRXGmK_wSLbQcaGQ?e=hMEGTx,data/raw/ra_historico/2024/matricula.csv,2026-09-12,74ffe1485fc0826a0fda458f4645748d84ed0084249541760d69e0de479db9ef,1216,104,provincia-departamento-sector-ámbito,Estatal;Privado,Rural;Urbano,nombres de provincia y departamento; sin códigos,66,0,Diccionario de bases RA anonimizadas.xlsx (común),https://ministeriodeeducaciondelanacion-my.sharepoint.com/:x:/g/personal/santiago_pomeranz_educacion_gob_ar/ETNQUApUc51BiLJLGAWuKtkB3PDw1t4QJZCX9d61_6D8-Q?e=hEkxgc
2024,trayectoria,2024 Trayectoria - agregada.csv,https://ministeriodeeducaciondelanacion-my.sharepoint.com/:x:/g/personal/santiago_pomeranz_educacion_gob_ar/Ee_8vo-EQzJJu21j8-FJpZcBxMQQueUfTSEQ7rneDDYmfA?e=kLMqEN,data/raw/ra_historico/2024/trayectoria.csv,2026-09-12,958306ecb0916e7000f9c6745f51fe685caf1603eb5bc7ecba10b2b0fe78e060,1209,288,provincia-departamento-sector-ámbito,Estatal;Privado,Rural;Urbano,nombres de provincia y departamento; sin códigos,65,2,Diccionario de bases RA anonimizadas.xlsx (común),https://ministeriodeeducaciondelanacion-my.sharepoint.com/:x:/g/personal/santiago_pomeranz_educacion_gob_ar/ETNQUApUc51BiLJLGAWuKtkB3PDw1t4QJZCX9d61_6D8-Q?e=hEkxgc
2025,caracteristicas,2025 Caracteristicas - agregada.csv,https://ministeriodeeducaciondelanacion-my.sharepoint.com/:x:/g/personal/santiago_pomeranz_educacion_gob_ar/IQAR5DtMGXufQ4GWkxAbhQbWAaMz29BSWfoNPrvTA_ppkSo?e=vLzf4X,data/raw/ra_historico/2025/caracteristicas.csv,2026-09-12,488a5ac9281a1ac63438bb172803620b6a2a1d758805f7c03f397857dbf5e8e2,1217,67,provincia-departamento-sector-ámbito,Estatal;Privado,Rural;Urbano,nombres de provincia y departamento; sin códigos,68,0,Diccionario de bases RA anonimizadas.xlsx (común),https://ministeriodeeducaciondelanacion-my.sharepoint.com/:x:/g/personal/santiago_pomeranz_educacion_gob_ar/ETNQUApUc51BiLJLGAWuKtkB3PDw1t4QJZCX9d61_6D8-Q?e=hEkxgc
2025,matricula,2025 Matricula - agregada.csv,https://ministeriodeeducaciondelanacion-my.sharepoint.com/:x:/g/personal/santiago_pomeranz_educacion_gob_ar/IQDZWBqkmmvuSasr3wVDZIhwAduAVd1G1KpOSmI4mDbbV4E?e=CLjtl2,data/raw/ra_historico/2025/matricula.csv,2026-09-12,79ce9c3f3bb5dd27fb1e6b8effb5b10ad922f82363db9dfb8c3f2d9180fd2b73,1217,103,provincia-departamento-sector-ámbito,Estatal;Privado,Rural;Urbano,nombres de provincia y departamento; sin códigos,68,0,Diccionario de bases RA anonimizadas.xlsx (común),https://ministeriodeeducaciondelanacion-my.sharepoint.com/:x:/g/personal/santiago_pomeranz_educacion_gob_ar/ETNQUApUc51BiLJLGAWuKtkB3PDw1t4QJZCX9d61_6D8-Q?e=hEkxgc
2025,trayectoria,2025 Trayectoria - agregada.csv,https://ministeriodeeducaciondelanacion-my.sharepoint.com/:x:/g/personal/santiago_pomeranz_educacion_gob_ar/IQDLGg-8IsrvQ7GjtoSuTg36AahBDzrs4gFKEDnNMjwAOUI?e=SiVssS,data/raw/ra_historico/2025/trayectoria.csv,2026-09-12,057cc32d28882a1520bb781144e771189feae8518e9afdb2f2dd059f99a1e3d9,1210,316,provincia-departamento-sector-ámbito,Estatal;Privado,Rural;Urbano,nombres de provincia y departamento; sin códigos,67,2,Diccionario de bases RA anonimizadas.xlsx (común),https://ministeriodeeducaciondelanacion-my.sharepoint.com/:x:/g/personal/santiago_pomeranz_educacion_gob_ar/ETNQUApUc51BiLJLGAWuKtkB3PDw1t4QJZCX9d61_6D8-Q?e=hEkxgc
